Location,timestamp,Temperature,Temperature_IoTDeviceID,Humidity,Humidity_IoTDeviceID,InTemperature,InTemperature_IoTDeviceID,GrainTemperature1,GrainTemperature1_IoTDeviceID,GrainTemperature2,GrainTemperature2_IoTDeviceID,GrainTemperature3,GrainTemperature3_IoTDeviceID,
Silo1,2024-05-05 13:00:00,0.0,null,0.0,null,0.0,null,13.6,GrainTemp1,10.6,GrainTemp2,7.7,GrainTemp3,
Silo1,2024-05-05 14:00:00,24.2,Temp1,11.7,Humd1,21.3,InTemp1,1.9,GrainTemp1,6.1,GrainTemp2,12.7,GrainTemp3,
Silo1,2024-05-05 15:00:00,0.0,null,0.0,null,0.0,null,8.0,GrainTemp1,13.9,GrainTemp2,14.3,GrainTemp3,
Silo1,2024-05-05 16:00:00,0.0,null,0.0,null,0.0,null,6.3,GrainTemp1,14.5,GrainTemp2,11.4,GrainTemp3,
Silo1,2024-05-05 17:00:00,0.0,null,0.0,null,0.0,null,4.1,GrainTemp1,12.7,GrainTemp2,8.3,GrainTemp3,
Silo1,2024-05-06 08:00:00,20.8,Temp1,28.6,Humd1,24.4,InTemp1,12.8,GrainTemp1,7.8,GrainTemp2,4.6,GrainTemp3,
Silo1,2024-05-06 09:00:00,0.0,null,0.0,null,0.0,null,9.9,GrainTemp1,14.1,GrainTemp2,2.5,GrainTemp3,
Silo1,2024-05-06 10:00:00,0.0,null,0.0,null,0.0,null,1.3,GrainTemp1,2.1,GrainTemp2,11.1,GrainTemp3,
Silo1,2024-05-06 11:00:00,0.0,null,0.0,null,0.0,null,4.3,GrainTemp1,8.6,GrainTemp2,8.3,GrainTemp3,
Silo1,2024-05-06 12:00:00,0.0,null,0.0,null,0.0,null,11.2,GrainTemp1,5.2,GrainTemp2,5.1,GrainTemp3,
Silo1,2024-05-06 13:00:00,0.0,null,0.0,null,0.0,null,12.8,GrainTemp1,6.9,GrainTemp2,4.5,GrainTemp3,
Silo1,2024-05-06 14:00:00,11.3,Temp1,33.6,Humd1,24.3,InTemp1,5.5,GrainTemp1,5.6,GrainTemp2,9.1,GrainTemp3,
Silo1,2024-05-06 15:00:00,0.0,null,0.0,null,0.0,null,3.0,GrainTemp1,13.1,GrainTemp2,4.6,GrainTemp3,
Silo1,2024-05-06 16:00:00,0.0,null,0.0,null,0.0,null,12.1,GrainTemp1,2.0,GrainTemp2,9.7,GrainTemp3,
Silo1,2024-05-06 17:00:00,0.0,null,0.0,null,0.0,null,6.7,GrainTemp1,1.5,GrainTemp2,3.3,GrainTemp3,
Silo1,2024-05-07 08:00:00,17.3,Temp1,13.6,Humd1,9.7,InTemp1,4.9,GrainTemp1,3.3,GrainTemp2,8.0,GrainTemp3,
Silo1,2024-05-07 09:00:00,0.0,null,0.0,null,0.0,null,5.3,GrainTemp1,3.7,GrainTemp2,12.9,GrainTemp3,
Silo1,2024-05-07 10:00:00,0.0,null,0.0,null,0.0,null,2.9,GrainTemp1,4.5,GrainTemp2,4.4,GrainTemp3,
Silo1,2024-05-07 11:00:00,0.0,null,0.0,null,0.0,null,14.0,GrainTemp1,9.6,GrainTemp2,5.9,GrainTemp3,
Silo1,2024-05-07 12:00:00,0.0,null,0.0,null,0.0,null,12.8,GrainTemp1,8.7,GrainTemp2,2.2,GrainTemp3,
Silo1,2024-05-07 13:00:00,0.0,null,0.0,null,0.0,null,8.7,GrainTemp1,10.3,GrainTemp2,10.9,GrainTemp3,
Silo1,2024-05-07 14:00:00,23.5,Temp1,20.7,Humd1,21.3,InTemp1,5.6,GrainTemp1,2.5,GrainTemp2,13.5,GrainTemp3,
Silo1,2024-05-07 15:00:00,0.0,null,0.0,null,0.0,null,2.7,GrainTemp1,11.2,GrainTemp2,7.0,GrainTemp3,
Silo1,2024-05-07 16:00:00,0.0,null,0.0,null,0.0,null,6.1,GrainTemp1,8.9,GrainTemp2,4.7,GrainTemp3,
Silo1,2024-05-07 17:00:00,0.0,null,0.0,null,0.0,null,12.5,GrainTemp1,5.5,GrainTemp2,10.1,GrainTemp3,
Silo1,2024-05-08 08:00:00,21.2,Temp1,25.5,Humd1,19.4,InTemp1,3.7,GrainTemp1,12.9,GrainTemp2,12.1,GrainTemp3,
Silo1,2024-05-08 09:00:00,0.0,null,0.0,null,0.0,null,14.8,GrainTemp1,1.3,GrainTemp2,8.6,GrainTemp3,
Silo1,2024-05-08 10:00:00,0.0,null,0.0,null,0.0,null,6.4,GrainTemp1,10.0,GrainTemp2,3.8,GrainTemp3,
Silo1,2024-05-08 11:00:00,0.0,null,0.0,null,0.0,null,9.7,GrainTemp1,2.8,GrainTemp2,7.1,GrainTemp3,
Silo1,2024-05-08 12:00:00,0.0,null,0.0,null,0.0,null,6.8,GrainTemp1,8.2,GrainTemp2,4.7,GrainTemp3,
Silo1,2024-05-08 13:00:00,0.0,null,0.0,null,0.0,null,7.3,GrainTemp1,5.6,GrainTemp2,9.8,GrainTemp3,
Silo1,2024-05-08 14:00:00,21.4,Temp1,7.9,Humd1,18.3,InTemp1,8.4,GrainTemp1,3.1,GrainTemp2,7.2,GrainTemp3,
Silo1,2024-05-08 15:00:00,0.0,null,0.0,null,0.0,null,14.3,GrainTemp1,11.7,GrainTemp2,1.2,GrainTemp3,
Silo1,2024-05-08 16:00:00,0.0,null,0.0,null,0.0,null,7.3,GrainTemp1,11.0,GrainTemp2,7.0,GrainTemp3,
Silo1,2024-05-08 17:00:00,0.0,null,0.0,null,0.0,null,3.8,GrainTemp1,7.8,GrainTemp2,4.9,GrainTemp3,
Silo1,2024-05-09 08:00:00,11.3,Temp1,7.3,Humd1,20.0,InTemp1,8.3,GrainTemp1,13.0,GrainTemp2,14.2,GrainTemp3,
Silo1,2024-05-09 09:00:00,0.0,null,0.0,null,0.0,null,9.6,GrainTemp1,4.9,GrainTemp2,9.5,GrainTemp3,
Silo1,2024-05-09 10:00:00,0.0,null,0.0,null,0.0,null,3.2,GrainTemp1,11.5,GrainTemp2,4.0,GrainTemp3,
Silo1,2024-05-09 11:00:00,0.0,null,0.0,null,0.0,null,14.9,GrainTemp1,2.7,GrainTemp2,14.7,GrainTemp3,
Silo1,2024-05-09 12:00:00,0.0,null,0.0,null,0.0,null,4.0,GrainTemp1,11.1,GrainTemp2,11.3,GrainTemp3,
Silo1,2024-05-09 13:00:00,0.0,null,0.0,null,0.0,null,8.4,GrainTemp1,11.2,GrainTemp2,14.7,GrainTemp3,
Silo1,2024-05-09 14:00:00,9.1,Temp1,18.1,Humd1,17.5,InTemp1,12.7,GrainTemp1,10.2,GrainTemp2,13.2,GrainTemp3,
Silo1,2024-05-09 15:00:00,0.0,null,0.0,null,0.0,null,13.7,GrainTemp1,8.6,GrainTemp2,11.3,GrainTemp3,
Silo1,2024-05-09 16:00:00,0.0,null,0.0,null,0.0,null,9.2,GrainTemp1,2.9,GrainTemp2,11.7,GrainTemp3,
Silo1,2024-05-09 17:00:00,0.0,null,0.0,null,0.0,null,3.1,GrainTemp1,3.7,GrainTemp2,5.5,GrainTemp3,
Silo1,2024-05-10 08:00:00,11.8,Temp1,27.1,Humd1,6.1,InTemp1,12.1,GrainTemp1,6.5,GrainTemp2,4.4,GrainTemp3,
Silo1,2024-05-10 09:00:00,0.0,null,0.0,null,0.0,null,13.0,GrainTemp1,10.2,GrainTemp2,13.7,GrainTemp3,
Silo1,2024-05-10 10:00:00,0.0,null,0.0,null,0.0,null,11.4,GrainTemp1,2.0,GrainTemp2,13.7,GrainTemp3,
Silo1,2024-05-10 11:00:00,0.0,null,0.0,null,0.0,null,2.1,GrainTemp1,12.3,GrainTemp2,7.3,GrainTemp3,
Silo1,2024-05-10 12:00:00,0.0,null,0.0,null,0.0,null,8.7,GrainTemp1,8.3,GrainTemp2,9.1,GrainTemp3,
Silo1,2024-05-10 13:00:00,0.0,null,0.0,null,0.0,null,4.5,GrainTemp1,1.3,GrainTemp2,7.9,GrainTemp3,
Silo1,2024-05-10 14:00:00,18.0,Temp1,20.1,Humd1,17.7,InTemp1,14.3,GrainTemp1,10.2,GrainTemp2,12.7,GrainTemp3,
Silo1,2024-05-10 15:00:00,0.0,null,0.0,null,0.0,null,3.4,GrainTemp1,4.1,GrainTemp2,10.6,GrainTemp3,
Silo1,2024-05-10 16:00:00,0.0,null,0.0,null,0.0,null,10.7,GrainTemp1,12.6,GrainTemp2,11.2,GrainTemp3,
Silo1,2024-05-10 17:00:00,0.0,null,0.0,null,0.0,null,7.8,GrainTemp1,12.4,GrainTemp2,13.5,GrainTemp3,
Silo1,2024-05-11 08:00:00,15.2,Temp1,17.2,Humd1,8.7,InTemp1,2.7,GrainTemp1,8.6,GrainTemp2,5.3,GrainTemp3,
Silo1,2024-05-11 09:00:00,0.0,null,0.0,null,0.0,null,11.5,GrainTemp1,1.2,GrainTemp2,12.1,GrainTemp3,
Silo1,2024-05-11 10:00:00,0.0,null,0.0,null,0.0,null,13.0,GrainTemp1,7.9,GrainTemp2,3.1,GrainTemp3,
Silo1,2024-05-11 11:00:00,0.0,null,0.0,null,0.0,null,6.0,GrainTemp1,8.2,GrainTemp2,9.2,GrainTemp3,
Silo1,2024-05-11 12:00:00,0.0,null,0.0,null,0.0,null,14.2,GrainTemp1,10.9,GrainTemp2,4.5,GrainTemp3,
Silo1,2024-05-11 13:00:00,0.0,null,0.0,null,0.0,null,7.4,GrainTemp1,7.5,GrainTemp2,4.4,GrainTemp3,
Silo1,2024-05-11 14:00:00,20.6,Temp1,7.4,Humd1,12.8,InTemp1,9.0,GrainTemp1,3.1,GrainTemp2,10.0,GrainTemp3,
Silo1,2024-05-11 15:00:00,0.0,null,0.0,null,0.0,null,7.5,GrainTemp1,14.8,GrainTemp2,2.1,GrainTemp3,
Silo1,2024-05-11 16:00:00,0.0,null,0.0,null,0.0,null,4.1,GrainTemp1,7.5,GrainTemp2,12.8,GrainTemp3,
Silo1,2024-05-11 17:00:00,0.0,null,0.0,null,0.0,null,2.0,GrainTemp1,10.1,GrainTemp2,5.5,GrainTemp3,
Silo1,2024-05-12 08:00:00,9.8,Temp1,33.3,Humd1,22.7,InTemp1,8.3,GrainTemp1,8.9,GrainTemp2,2.5,GrainTemp3,
Silo1,2024-05-12 09:00:00,0.0,null,0.0,null,0.0,null,9.1,GrainTemp1,5.0,GrainTemp2,1.4,GrainTemp3,
Silo1,2024-05-12 10:00:00,0.0,null,0.0,null,0.0,null,8.5,GrainTemp1,2.0,GrainTemp2,11.7,GrainTemp3,
Silo1,2024-05-12 11:00:00,0.0,null,0.0,null,0.0,null,14.8,GrainTemp1,12.5,GrainTemp2,6.7,GrainTemp3,
Silo1,2024-05-12 12:00:00,0.0,null,0.0,null,0.0,null,6.9,GrainTemp1,14.4,GrainTemp2,5.1,GrainTemp3,
Silo1,2024-05-12 13:00:00,0.0,null,0.0,null,0.0,null,13.2,GrainTemp1,4.1,GrainTemp2,5.9,GrainTemp3,
Silo1,2024-05-12 14:00:00,11.1,Temp1,8.1,Humd1,13.7,InTemp1,13.1,GrainTemp1,1.9,GrainTemp2,1.3,GrainTemp3,
Silo1,2024-05-12 15:00:00,0.0,null,0.0,null,0.0,null,3.4,GrainTemp1,10.5,GrainTemp2,6.1,GrainTemp3,
Silo1,2024-05-12 16:00:00,0.0,null,0.0,null,0.0,null,6.2,GrainTemp1,8.2,GrainTemp2,6.9,GrainTemp3,
Silo1,2024-05-12 17:00:00,0.0,null,0.0,null,0.0,null,10.4,GrainTemp1,10.2,GrainTemp2,9.6,GrainTemp3,
Silo1,2024-05-13 08:00:00,21.1,Temp1,14.1,Humd1,18.7,InTemp1,5.0,GrainTemp1,6.0,GrainTemp2,8.8,GrainTemp3,
Silo1,2024-05-13 09:00:00,0.0,null,0.0,null,0.0,null,6.9,GrainTemp1,12.5,GrainTemp2,4.1,GrainTemp3,
Silo1,2024-05-13 10:00:00,0.0,null,0.0,null,0.0,null,13.6,GrainTemp1,1.5,GrainTemp2,2.5,GrainTemp3,
Silo1,2024-05-13 11:00:00,0.0,null,0.0,null,0.0,null,10.3,GrainTemp1,12.5,GrainTemp2,6.5,GrainTemp3,
Silo1,2024-05-13 12:00:00,0.0,null,0.0,null,0.0,null,6.2,GrainTemp1,12.6,GrainTemp2,5.7,GrainTemp3,
Silo1,2024-05-13 13:00:00,0.0,null,0.0,null,0.0,null,6.7,GrainTemp1,8.6,GrainTemp2,14.7,GrainTemp3,
Silo1,2024-05-13 14:00:00,23.0,Temp1,9.8,Humd1,17.2,InTemp1,10.5,GrainTemp1,6.0,GrainTemp2,5.0,GrainTemp3,
Silo1,2024-05-13 15:00:00,0.0,null,0.0,null,0.0,null,6.4,GrainTemp1,12.8,GrainTemp2,5.4,GrainTemp3,
Silo1,2024-05-13 16:00:00,0.0,null,0.0,null,0.0,null,8.7,GrainTemp1,9.9,GrainTemp2,1.3,GrainTemp3,
Silo1,2024-05-13 17:00:00,0.0,null,0.0,null,0.0,null,7.5,GrainTemp1,15.0,GrainTemp2,12.5,GrainTemp3,
Silo1,2024-05-14 08:00:00,20.3,Temp1,26.6,Humd1,18.1,InTemp1,7.9,GrainTemp1,9.5,GrainTemp2,2.6,GrainTemp3,
Silo1,2024-05-14 09:00:00,0.0,null,0.0,null,0.0,null,14.7,GrainTemp1,1.3,GrainTemp2,14.9,GrainTemp3,
Silo1,2024-05-14 10:00:00,0.0,null,0.0,null,0.0,null,8.6,GrainTemp1,2.8,GrainTemp2,10.3,GrainTemp3,
Silo1,2024-05-14 11:00:00,0.0,null,0.0,null,0.0,null,6.5,GrainTemp1,9.7,GrainTemp2,12.1,GrainTemp3,
Silo1,2024-05-14 12:00:00,0.0,null,0.0,null,0.0,null,1.9,GrainTemp1,6.9,GrainTemp2,9.4,GrainTemp3,
Silo1,2024-05-14 13:00:00,0.0,null,0.0,null,0.0,null,7.2,GrainTemp1,13.3,GrainTemp2,2.4,GrainTemp3,
Silo1,2024-05-14 14:00:00,19.2,Temp1,6.9,Humd1,21.4,InTemp1,8.3,GrainTemp1,9.9,GrainTemp2,11.0,GrainTemp3,
Silo1,2024-05-14 15:00:00,0.0,null,0.0,null,0.0,null,7.2,GrainTemp1,6.7,GrainTemp2,1.1,GrainTemp3,
Silo1,2024-05-14 16:00:00,0.0,null,0.0,null,0.0,null,3.3,GrainTemp1,11.4,GrainTemp2,3.0,GrainTemp3,
Silo1,2024-05-14 17:00:00,0.0,null,0.0,null,0.0,null,11.1,GrainTemp1,1.5,GrainTemp2,13.8,GrainTemp3,
Silo1,2024-05-15 08:00:00,9.3,Temp1,29.9,Humd1,6.5,InTemp1,11.7,GrainTemp1,3.3,GrainTemp2,11.3,GrainTemp3,
Silo1,2024-05-15 09:00:00,0.0,null,0.0,null,0.0,null,3.4,GrainTemp1,10.3,GrainTemp2,3.3,GrainTemp3,
Silo1,2024-05-15 10:00:00,0.0,null,0.0,null,0.0,null,12.5,GrainTemp1,10.9,GrainTemp2,3.7,GrainTemp3,
Silo1,2024-05-15 11:00:00,0.0,null,0.0,null,0.0,null,7.1,GrainTemp1,13.4,GrainTemp2,10.7,GrainTemp3,
Silo1,2024-05-15 12:00:00,0.0,null,0.0,null,0.0,null,10.1,GrainTemp1,14.6,GrainTemp2,9.7,GrainTemp3,
Silo1,2024-05-15 13:00:00,0.0,null,0.0,null,0.0,null,12.2,GrainTemp1,1.3,GrainTemp2,14.9,GrainTemp3,
Silo1,2024-05-15 14:00:00,11.6,Temp1,13.9,Humd1,12.6,InTemp1,14.9,GrainTemp1,4.6,GrainTemp2,8.6,GrainTemp3,
Silo1,2024-05-15 15:00:00,0.0,null,0.0,null,0.0,null,4.5,GrainTemp1,9.8,GrainTemp2,11.4,GrainTemp3,
Silo1,2024-05-15 16:00:00,0.0,null,0.0,null,0.0,null,10.5,GrainTemp1,11.4,GrainTemp2,12.2,GrainTemp3,
Silo1,2024-05-15 17:00:00,0.0,null,0.0,null,0.0,null,2.2,GrainTemp1,5.6,GrainTemp2,4.4,GrainTemp3,
Silo1,2024-05-16 08:00:00,21.2,Temp1,18.4,Humd1,24.3,InTemp1,7.0,GrainTemp1,12.2,GrainTemp2,1.8,GrainTemp3,
Silo1,2024-05-16 09:00:00,0.0,null,0.0,null,0.0,null,9.9,GrainTemp1,2.5,GrainTemp2,10.9,GrainTemp3,
Silo1,2024-05-16 10:00:00,0.0,null,0.0,null,0.0,null,3.8,GrainTemp1,14.3,GrainTemp2,11.9,GrainTemp3,
Silo1,2024-05-16 11:00:00,0.0,null,0.0,null,0.0,null,2.4,GrainTemp1,4.9,GrainTemp2,10.8,GrainTemp3,
Silo1,2024-05-16 12:00:00,0.0,null,0.0,null,0.0,null,3.9,GrainTemp1,12.7,GrainTemp2,6.7,GrainTemp3,
Silo1,2024-05-16 13:00:00,0.0,null,0.0,null,0.0,null,8.1,GrainTemp1,14.8,GrainTemp2,4.4,GrainTemp3,
Silo1,2024-05-16 14:00:00,23.7,Temp1,8.4,Humd1,10.5,InTemp1,8.5,GrainTemp1,3.9,GrainTemp2,8.4,GrainTemp3,
Silo1,2024-05-16 15:00:00,0.0,null,0.0,null,0.0,null,13.6,GrainTemp1,7.9,GrainTemp2,9.2,GrainTemp3,
Silo1,2024-05-16 16:00:00,0.0,null,0.0,null,0.0,null,11.2,GrainTemp1,5.3,GrainTemp2,4.0,GrainTemp3,
Silo1,2024-05-16 17:00:00,0.0,null,0.0,null,0.0,null,2.8,GrainTemp1,11.2,GrainTemp2,9.2,GrainTemp3,
Silo1,2024-05-17 08:00:00,19.0,Temp1,11.8,Humd1,8.1,InTemp1,14.6,GrainTemp1,7.1,GrainTemp2,8.2,GrainTemp3,
Silo1,2024-05-17 09:00:00,0.0,null,0.0,null,0.0,null,7.0,GrainTemp1,5.5,GrainTemp2,14.0,GrainTemp3,
