ocel_source_id;ocel_target_id;ocel_qualifier;ocel_time
tr23;Pcp8;Assigned truck for pickup plan;2024-05-10 11:54:23
Silo10;tr11;Aranged silo for truck;2024-05-10 11:56:37
tr3;Pcp1;Assigned truck for pickup plan;2024-05-10 12:44:36
tr13;Pcp9;Assigned truck for pickup plan;2024-05-10 13:58:44
tr25;Pcp3;Assigned truck for pickup plan;2024-05-10 14:30:27
tr40;Pcp3;Assigned truck for pickup plan;2024-05-10 16:01:29
Silo6;tr47;Aranged silo for truck;2024-05-10 16:42:05
Silo2;tr38;Aranged silo for truck;2024-05-10 16:43:26
tr1;Pcp3;Assigned truck for pickup plan;2024-05-10 16:54:29
tr2;Pcp7;Assigned truck for pickup plan;2024-05-10 17:18:59
Silo1;tr43;Aranged silo for truck;2024-05-13 08:01:37
tr17;Pcp7;Dropped truck from pickup plan;2024-05-13 08:04:29
Silo15;tr5;Aranged silo for truck;2024-05-13 08:07:59
tr44;Pcp6;Dropped truck from pickup plan;2024-05-13 08:15:33
tr29;Pcp6;Assigned truck for pickup plan;2024-05-13 08:35:47
tr22;Pcp3;Assigned truck for pickup plan;2024-05-13 09:37:28
tr14;Pcp1;Assigned truck for pickup plan;2024-05-13 09:42:24
tr20;Pcp1;Assigned truck for pickup plan;2024-05-13 09:53:26
Silo7;tr49;Aranged silo for truck;2024-05-13 10:15:59
Silo15;tr18;Aranged silo for truck;2024-05-13 10:47:35
tr44;Pcp6;Assigned truck for pickup plan;2024-05-13 10:47:58
tr6;Pcp10;Dropped truck from pickup plan;2024-05-13 11:13:10
tr17;Pcp10;Assigned truck for pickup plan;2024-05-13 11:17:47
tr21;Pcp1;Dropped truck from pickup plan;2024-05-13 11:21:31
tr34;Pcp9;Dropped truck from pickup plan;2024-05-13 13:29:57
tr41;Pcp3;Assigned truck for pickup plan;2024-05-13 13:31:16
tr50;Pcp8;Dropped truck from pickup plan;2024-05-13 13:38:54
tr45;Pcp6;Assigned truck for pickup plan;2024-05-13 14:17:15
tr24;Pcp9;Assigned truck for pickup plan;2024-05-13 14:32:31
tr26;Pcp3;Dropped truck from pickup plan;2024-05-13 14:36:21
tr15;Pcp3;Dropped truck from pickup plan;2024-05-13 14:52:14
tr11;Pcp10;Dropped truck from pickup plan;2024-05-13 15:21:13
tr7;Pcp8;Assigned truck for pickup plan;2024-05-13 15:31:16
tr6;Pcp1;Assigned truck for pickup plan;2024-05-13 16:01:48
tr32;Pcp6;Assigned truck for pickup plan;2024-05-13 16:39:26
tr12;Pcp10;Dropped truck from pickup plan;2024-05-13 16:48:17
tr16;Pcp8;Dropped truck from pickup plan;2024-05-13 16:54:20
tr50;Pcp3;Assigned truck for pickup plan;2024-05-13 17:02:14
tr40;Pcp4;Assigned truck for pickup plan;2024-05-13 17:13:58
tr34;Pcp9;Assigned truck for pickup plan;2024-05-13 17:16:12
tr26;Pcp3;Assigned truck for pickup plan;2024-05-13 17:34:23
tr4;Pcp8;Assigned truck for pickup plan;2024-05-13 17:41:33
tr48;Pcp2;Assigned truck for pickup plan;2024-05-14 07:23:42
tr37;Pcp6;Assigned truck for pickup plan;2024-05-14 07:31:50
tr42;Pcp2;Dropped truck from pickup plan;2024-05-14 07:52:07
tr21;Pcp2;Assigned truck for pickup plan;2024-05-14 07:52:54
tr15;Pcp7;Assigned truck for pickup plan;2024-05-14 08:07:07
tr8;Pcp4;Assigned truck for pickup plan;2024-05-14 09:00:26
tr3;Pcp6;Assigned truck for pickup plan;2024-05-14 09:31:09
tr12;Pcp4;Assigned truck for pickup plan;2024-05-14 09:56:18
Silo3;tr25;Aranged silo for truck;2024-05-14 10:01:29
tr9;Pcp6;Assigned truck for pickup plan;2024-05-14 10:13:05
tr13;Pcp2;Assigned truck for pickup plan;2024-05-14 10:19:56
tr43;Pcp4;Dropped truck from pickup plan;2024-05-14 10:40:35
tr16;Pcp7;Assigned truck for pickup plan;2024-05-14 10:55:16
tr42;Pcp2;Assigned truck for pickup plan;2024-05-14 10:56:56
tr2;Pcp9;Assigned truck for pickup plan;2024-05-14 11:06:07
tr11;Pcp9;Assigned truck for pickup plan;2024-05-14 11:10:25
tr1;Pcp7;Assigned truck for pickup plan;2024-05-14 11:15:01
tr31;Pcp7;Dropped truck from pickup plan;2024-05-14 11:35:52
Silo15;tr20;Aranged silo for truck;2024-05-14 11:37:28
tr30;Pcp8;Assigned truck for pickup plan;2024-05-14 11:40:18
tr46;Pcp1;Dropped truck from pickup plan;2024-05-14 13:34:53
tr28;Pcp8;Dropped truck from pickup plan;2024-05-14 14:17:23
tr43;Pcp7;Assigned truck for pickup plan;2024-05-14 14:17:41
Silo10;tr17;Aranged silo for truck;2024-05-14 14:36:04
Silo10;tr36;Aranged silo for truck;2024-05-14 14:44:08
Silo15;tr14;Aranged silo for truck;2024-05-14 14:48:28
Silo2;tr29;Aranged silo for truck;2024-05-14 14:54:58
Silo3;tr10;Aranged silo for truck;2024-05-14 15:38:49
tr28;Pcp9;Assigned truck for pickup plan;2024-05-14 16:06:50
tr46;Pcp2;Assigned truck for pickup plan;2024-05-14 16:22:09
tr35;Pcp7;Dropped truck from pickup plan;2024-05-14 16:45:27
tr31;Pcp9;Assigned truck for pickup plan;2024-05-14 16:47:47
Silo16;tr23;Aranged silo for truck;2024-05-14 17:10:27
tr49;Pcp9;Dropped truck from pickup plan;2024-05-14 17:12:58
tr34;Pcp4;Assigned truck for pickup plan;2024-05-14 17:39:21
Silo3;tr26;Aranged silo for truck;2024-05-14 18:05:29
tr48;Pcp3;Assigned truck for pickup plan;2024-05-14 18:18:00
Silo2;tr9;Aranged silo for truck;2024-05-15 07:49:46
tr24;Pcp9;Assigned truck for pickup plan;2024-05-15 07:51:07
tr19;Pcp8;Dropped truck from pickup plan;2024-05-15 08:27:42
Silo8;tr15;Aranged silo for truck;2024-05-15 08:59:21
tr41;Pcp10;Assigned truck for pickup plan;2024-05-15 09:27:02
Silo3;tr22;Aranged silo for truck;2024-05-15 09:27:09
Silo1;tr40;Aranged silo for truck;2024-05-15 09:49:48
tr1;Pcp8;Assigned truck for pickup plan;2024-05-15 09:52:06
tr44;Pcp3;Assigned truck for pickup plan;2024-05-15 10:04:37
tr6;Pcp6;Assigned truck for pickup plan;2024-05-15 10:48:21
tr33;Pcp9;Dropped truck from pickup plan;2024-05-15 11:23:43
tr35;Pcp4;Assigned truck for pickup plan;2024-05-15 11:27:50
tr18;Pcp1;Dropped truck from pickup plan;2024-05-15 11:31:39
tr49;Pcp9;Assigned truck for pickup plan;2024-05-15 11:51:48
tr37;Pcp1;Assigned truck for pickup plan;2024-05-15 11:56:12
tr4;Pcp7;Assigned truck for pickup plan;2024-05-15 12:02:35
tr19;Pcp2;Assigned truck for pickup plan;2024-05-15 12:26:50
tr7;Pcp7;Assigned truck for pickup plan;2024-05-15 14:14:28
Silo7;tr28;Aranged silo for truck;2024-05-15 14:17:30
Silo16;tr30;Aranged silo for truck;2024-05-15 14:33:05
tr3;Pcp9;Assigned truck for pickup plan;2024-05-15 14:34:31
Silo7;tr2;Aranged silo for truck;2024-05-15 15:02:35
tr27;Pcp10;Dropped truck from pickup plan;2024-05-15 15:47:27
tr33;Pcp4;Assigned truck for pickup plan;2024-05-15 15:53:15
Silo7;tr11;Aranged silo for truck;2024-05-15 15:58:53
Silo1;tr8;Aranged silo for truck;2024-05-15 16:04:10
tr18;Pcp3;Assigned truck for pickup plan;2024-05-15 16:15:40
tr45;Pcp1;Assigned truck for pickup plan;2024-05-15 16:39:16
tr43;Pcp4;Assigned truck for pickup plan;2024-05-15 16:40:55
tr13;Pcp2;Assigned truck for pickup plan;2024-05-15 17:11:40
tr46;Pcp1;Assigned truck for pickup plan;2024-05-15 17:21:54
tr5;Pcp1;Dropped truck from pickup plan;2024-05-15 17:28:44
tr12;Pcp8;Assigned truck for pickup plan;2024-05-15 17:30:47
tr16;Pcp3;Assigned truck for pickup plan;2024-05-15 17:52:09
tr38;Pcp6;Dropped truck from pickup plan;2024-05-16 07:19:06
tr10;Pcp3;Dropped truck from pickup plan;2024-05-16 08:00:54
tr47;Pcp2;Dropped truck from pickup plan;2024-05-16 08:04:50
Silo7;tr31;Aranged silo for truck;2024-05-16 09:16:47
tr39;Pcp3;Dropped truck from pickup plan;2024-05-16 09:40:36
Silo1;tr35;Aranged silo for truck;2024-05-16 09:46:18
tr36;Pcp10;Dropped truck from pickup plan;2024-05-16 09:48:45
tr21;Pcp6;Assigned truck for pickup plan;2024-05-16 10:02:32
tr50;Pcp10;Assigned truck for pickup plan;2024-05-16 10:38:43
tr5;Pcp3;Assigned truck for pickup plan;2024-05-16 11:03:02
tr26;Pcp3;Dropped truck from pickup plan;2024-05-16 11:05:09
tr34;Pcp2;Assigned truck for pickup plan;2024-05-16 11:11:55
tr27;Pcp4;Assigned truck for pickup plan;2024-05-16 11:17:59
tr39;Pcp3;Assigned truck for pickup plan;2024-05-16 11:48:16
tr10;Pcp8;Assigned truck for pickup plan;2024-05-16 12:12:50
