event_id,activity,timestamp,ocel_object_id,ocel_IoT_object_id,RFID No,Cargo ID,LPT,Axles,Scheduled Pickup Weight,Truck Status,Truck Weight,Is_normal,pickup,Pickup Plan ID
assign_trs_Pcp10,Assign Trucks,2024-05-17 08:48:02,tr1,,,Cr6,,,9375.4,Occupied,,,6,Pcp10
trs_entrytr1,Enter the port,2024-05-20 13:53:56,tr1,rfidWKFZQT,,,,,,,,,6,Pcp10
weigh_empty_trucktr1,Weigh the Empty Truck,2024-05-20 15:09:27,tr1,WS05,,,,,,,15768.5,,6,Pcp10
check_abnormalitytr1,Check Empty Truck Weight Abnormality,2024-05-20 15:30:18,tr1,rfidWKFZQT,,,,,,,,,6,Pcp10
fail_weightr1,Fail to Weigh,2024-05-20 15:56:16,tr1,,,,,,,Available,,abnormal,6,Pcp10
assign_trs_Pcp9,Assign Trucks,2024-05-21 08:44:08,tr1,,,Cr9,,,9176.1,Occupied,,,7,Pcp9
trs_entrytr1,Enter the port,2024-05-21 15:30:32,tr1,rfidWKFZQT,,,,,,,,,7,Pcp9
weigh_empty_trucktr1,Weigh the Empty Truck,2024-05-21 15:45:24,tr1,WS09,,,,,,,14620.0,,7,Pcp9
check_abnormalitytr1,Check Empty Truck Weight Abnormality,2024-05-21 17:05:08,tr1,rfidWKFZQT,,,,,,,,,7,Pcp9
fail_weightr1,Fail to Weigh,2024-05-22 07:18:57,tr1,,,,,,,Available,,abnormal,7,Pcp9
assign_trs_Pcp8,Assign Trucks,2024-05-22 10:07:46,tr1,,,Cr13,,,9364.1,Occupied,,,8,Pcp8
trs_entrytr1,Enter the port,2024-05-23 07:41:27,tr1,rfidWKFZQT,,,,,,,,,8,Pcp8
weigh_empty_trucktr1,Weigh the Empty Truck,2024-05-23 07:53:33,tr1,WS07,,,,,,,16326.0,,8,Pcp8
check_abnormalitytr1,Check Empty Truck Weight Abnormality,2024-05-23 09:04:08,tr1,rfidWKFZQT,,,,,,,,,8,Pcp8
fail_weightr1,Fail to Weigh,2024-05-23 09:31:52,tr1,,,,,,,Available,,abnormal,8,Pcp8
assign_trs_Pcp6,Assign Trucks,2024-05-23 15:51:22,tr1,,,Cr18,,,9420.1,Occupied,,,9,Pcp6
trs_entrytr1,Enter the port,2024-05-27 09:15:33,tr1,rfidWKFZQT,,,,,,,,,9,Pcp6
weigh_empty_trucktr1,Weigh the Empty Truck,2024-05-27 09:29:56,tr1,WS07,,,,,,,11971.4,,9,Pcp6
check_abnormalitytr1,Check Empty Truck Weight Abnormality,2024-05-27 09:36:59,tr1,rfidWKFZQT,,,,,,,,,9,Pcp6
arrive_at_Silo2,Arrive at the Silo,2024-05-27 11:48:26,tr1,,,,,,,,,normal,9,Pcp6
load_trucktr1,Load Truck,2024-05-27 15:04:01,tr1,,,,,,,,,,9,Pcp6
weigh_loaded_trucktr1,Weigh the Loaded Truck,2024-05-31 13:25:32,tr1,WS03,,,,,,,21391.5,,9,Pcp6
input_tally_sheettr1,Input the Tally Sheet,2024-05-31 14:10:45,tr1,,,,,,,,,,9,Pcp6
print_w_tickettr1,Print the Weighing Ticket,2024-05-31 14:10:45,tr1,,,,,,,,,,9,Pcp6
eval_trs_exittr1_Pcp6,Evaluate the Truck Exit,2024-05-31 14:28:41,tr1,,,,,,,Available,,,9,Pcp6
assign_trs_Pcp8,Assign Trucks,2024-05-31 18:08:37,tr1,,,Cr13,,,9286.1,Occupied,,,10,Pcp8
trs_entrytr1,Enter the port,2024-06-03 14:33:19,tr1,rfidWKFZQT,,,,,,,,,10,Pcp8
weigh_empty_trucktr1,Weigh the Empty Truck,2024-06-03 14:48:17,tr1,WS16,,,,,,,11370.7,,10,Pcp8
check_abnormalitytr1,Check Empty Truck Weight Abnormality,2024-06-03 16:09:52,tr1,rfidWKFZQT,,,,,,,,,10,Pcp8
arrive_at_Silo16,Arrive at the Silo,2024-06-03 17:56:34,tr1,,,,,,,,,normal,10,Pcp8
load_trucktr1,Load Truck,2024-06-04 08:28:39,tr1,,,,,,,,,,10,Pcp8
weigh_loaded_trucktr1,Weigh the Loaded Truck,2024-06-04 16:44:30,tr1,WS20,,,,,,,20656.8,,10,Pcp8
print_w_tickettr1,Print the Weighing Ticket,2024-06-04 18:20:44,tr1,,,,,,,,,,10,Pcp8
input_tally_sheettr1,Input the Tally Sheet,2024-06-04 18:20:44,tr1,,,,,,,,,,10,Pcp8
eval_trs_exittr1_Pcp8,Evaluate the Truck Exit,2024-06-05 07:59:53,tr1,,,,,,,Available,,,10,Pcp8
assign_trs_Pcp5,Assign Trucks,2024-05-01 10:21:38,tr10,,,Cr2,,,9479.3,Occupied,,,11,Pcp5
trs_entrytr10,Enter the port,2024-05-02 08:40:59,tr10,rfidETCTYM,,,,,,,,,11,Pcp5
weigh_empty_trucktr10,Weigh the Empty Truck,2024-05-02 09:43:25,tr10,WS14,,,,,,,15740.8,,11,Pcp5
check_abnormalitytr10,Check Empty Truck Weight Abnormality,2024-05-02 11:12:06,tr10,rfidETCTYM,,,,,,,,,11,Pcp5
fail_weightr10,Fail to Weigh,2024-05-02 11:39:04,tr10,,,,,,,Available,,abnormal,11,Pcp5
assign_trs_Pcp4,Assign Trucks,2024-05-02 16:28:40,tr10,,,Cr17,,,9337.0,Occupied,,,12,Pcp4
trs_entrytr10,Enter the port,2024-05-06 10:03:09,tr10,rfidETCTYM,,,,,,,,,12,Pcp4
weigh_empty_trucktr10,Weigh the Empty Truck,2024-05-06 10:20:28,tr10,WS13,,,,,,,11010.0,,12,Pcp4
check_abnormalitytr10,Check Empty Truck Weight Abnormality,2024-05-06 10:41:30,tr10,rfidETCTYM,,,,,,,,,12,Pcp4
arrive_at_Silo1,Arrive at the Silo,2024-05-06 14:08:57,tr10,,,,,,,,,normal,12,Pcp4
load_trucktr10,Load Truck,2024-05-06 14:37:34,tr10,,,,,,,,,,12,Pcp4
weigh_loaded_trucktr10,Weigh the Loaded Truck,2024-05-08 17:58:55,tr10,WS03,,,,,,,20347.0,,12,Pcp4
input_tally_sheettr10,Input the Tally Sheet,2024-05-09 22:45:47,tr10,,,,,,,,,,12,Pcp4
print_w_tickettr10,Print the Weighing Ticket,2024-05-09 22:45:47,tr10,,,,,,,,,,12,Pcp4
eval_trs_exittr10_Pcp4,Evaluate the Truck Exit,2024-05-10 09:20:27,tr10,,,,,,,Available,,,12,Pcp4
assign_trs_Pcp3,Assign Trucks,2024-05-10 11:45:05,tr10,,,Cr7,,,9327.5,Occupied,,,13,Pcp3
trs_entrytr10,Enter the port,2024-05-14 10:35:21,tr10,rfidETCTYM,,,,,,,,,13,Pcp3
weigh_empty_trucktr10,Weigh the Empty Truck,2024-05-14 11:38:14,tr10,WS11,,,,,,,12351.1,,13,Pcp3
check_abnormalitytr10,Check Empty Truck Weight Abnormality,2024-05-14 11:56:52,tr10,rfidETCTYM,,,,,,,,,13,Pcp3
arrive_at_Silo3,Arrive at the Silo,2024-05-14 15:38:49,tr10,,,,,,,,,normal,13,Pcp3
load_trucktr10,Load Truck,2024-05-14 15:58:21,tr10,,,,,,,,,,13,Pcp3
weigh_loaded_trucktr10,Weigh the Loaded Truck,2024-05-15 16:03:18,tr10,WS14,,,,,,,21678.6,,13,Pcp3
print_w_tickettr10,Print the Weighing Ticket,2024-05-15 16:50:51,tr10,,,,,,,,,,13,Pcp3
input_tally_sheettr10,Input the Tally Sheet,2024-05-15 16:50:51,tr10,,,,,,,,,,13,Pcp3
eval_trs_exittr10_Pcp3,Evaluate the Truck Exit,2024-05-16 08:00:54,tr10,,,,,,,Available,,,13,Pcp3
assign_trs_Pcp8,Assign Trucks,2024-05-16 12:12:50,tr10,,,Cr13,,,9396.6,Occupied,,,14,Pcp8
trs_entrytr10,Enter the port,2024-05-17 10:23:52,tr10,rfidETCTYM,,,,,,,,,14,Pcp8
weigh_empty_trucktr10,Weigh the Empty Truck,2024-05-17 10:37:16,tr10,WS13,,,,,,,14805.1,,14,Pcp8
check_abnormalitytr10,Check Empty Truck Weight Abnormality,2024-05-17 11:41:41,tr10,rfidETCTYM,,,,,,,,,14,Pcp8
fail_weightr10,Fail to Weigh,2024-05-17 14:57:40,tr10,,,,,,,Available,,abnormal,14,Pcp8
assign_trs_Pcp9,Assign Trucks,2024-05-17 17:35:32,tr10,,,Cr9,,,9155.4,Occupied,,,15,Pcp9
trs_entrytr10,Enter the port,2024-05-20 12:22:23,tr10,rfidETCTYM,,,,,,,,,15,Pcp9
weigh_empty_trucktr10,Weigh the Empty Truck,2024-05-20 13:34:54,tr10,WS01,,,,,,,12335.0,,15,Pcp9
check_abnormalitytr10,Check Empty Truck Weight Abnormality,2024-05-20 13:59:10,tr10,rfidETCTYM,,,,,,,,,15,Pcp9
arrive_at_Silo7,Arrive at the Silo,2024-05-20 16:49:42,tr10,,,,,,,,,normal,15,Pcp9
load_trucktr10,Load Truck,2024-05-21 07:34:54,tr10,,,,,,,,,,15,Pcp9
weigh_loaded_trucktr10,Weigh the Loaded Truck,2024-05-21 16:26:08,tr10,WS03,,,,,,,21490.4,,15,Pcp9
input_tally_sheettr10,Input the Tally Sheet,2024-05-21 17:56:46,tr10,,,,,,,,,,15,Pcp9
print_w_tickettr10,Print the Weighing Ticket,2024-05-21 17:56:46,tr10,,,,,,,,,,15,Pcp9
eval_trs_exittr10_Pcp9,Evaluate the Truck Exit,2024-05-22 08:19:54,tr10,,,,,,,Available,,,15,Pcp9
assign_trs_Pcp6,Assign Trucks,2024-05-22 10:55:31,tr10,,,Cr18,,,9342.8,Occupied,,,16,Pcp6
trs_entrytr10,Enter the port,2024-05-22 18:19:36,tr10,rfidETCTYM,,,,,,,,,16,Pcp6
weigh_empty_trucktr10,Weigh the Empty Truck,2024-05-23 07:25:40,tr10,WS10,,,,,,,11642.0,,16,Pcp6
check_abnormalitytr10,Check Empty Truck Weight Abnormality,2024-05-23 09:28:05,tr10,rfidETCTYM,,,,,,,,,16,Pcp6
arrive_at_Silo2,Arrive at the Silo,2024-05-23 11:35:28,tr10,,,,,,,,,normal,16,Pcp6
load_trucktr10,Load Truck,2024-05-23 11:48:06,tr10,,,,,,,,,,16,Pcp6
weigh_loaded_trucktr10,Weigh the Loaded Truck,2024-05-28 15:22:57,tr10,WS15,,,,,,,20984.8,,16,Pcp6
input_tally_sheettr10,Input the Tally Sheet,2024-05-28 16:04:33,tr10,,,,,,,,,,16,Pcp6
print_w_tickettr10,Print the Weighing Ticket,2024-05-28 16:04:33,tr10,,,,,,,,,,16,Pcp6
eval_trs_exittr10_Pcp6,Evaluate the Truck Exit,2024-05-28 16:48:34,tr10,,,,,,,Available,,,16,Pcp6
assign_trs_Pcp6,Assign Trucks,2024-05-29 09:52:26,tr10,,,Cr18,,,9356.5,Occupied,,,17,Pcp6
trs_entrytr10,Enter the port,2024-05-29 16:03:17,tr10,rfidETCTYM,,,,,,,,,17,Pcp6
weigh_empty_trucktr10,Weigh the Empty Truck,2024-05-29 16:18:44,tr10,WS15,,,,,,,14284.5,,17,Pcp6
check_abnormalitytr10,Check Empty Truck Weight Abnormality,2024-05-29 16:56:48,tr10,rfidETCTYM,,,,,,,,,17,Pcp6
fail_weightr10,Fail to Weigh,2024-05-30 09:24:38,tr10,,,,,,,Available,,abnormal,17,Pcp6
assign_trs_Pcp6,Assign Trucks,2024-05-30 10:50:51,tr10,,,Cr18,,,9482.9,Occupied,,,18,Pcp6
trs_entrytr10,Enter the port,2024-05-31 16:17:23,tr10,rfidETCTYM,,,,,,,,,18,Pcp6
weigh_empty_trucktr10,Weigh the Empty Truck,2024-05-31 18:09:34,tr10,WS05,,,,,,,15081.0,,18,Pcp6
check_abnormalitytr10,Check Empty Truck Weight Abnormality,2024-06-03 07:50:19,tr10,rfidETCTYM,,,,,,,,,18,Pcp6
fail_weightr10,Fail to Weigh,2024-06-03 10:02:52,tr10,,,,,,,Available,,abnormal,18,Pcp6
assign_trs_Pcp5,Assign Trucks,2024-05-01 11:05:42,tr11,,,Cr2,,,9378.2,Occupied,,,19,Pcp5
trs_entrytr11,Enter the port,2024-05-03 09:36:51,tr11,rfidSHHSUU,,,,,,,,,19,Pcp5
weigh_empty_trucktr11,Weigh the Empty Truck,2024-05-03 10:38:12,tr11,WS13,,,,,,,15851.8,,19,Pcp5
check_abnormalitytr11,Check Empty Truck Weight Abnormality,2024-05-03 10:44:54,tr11,rfidSHHSUU,,,,,,,,,19,Pcp5
fail_weightr11,Fail to Weigh,2024-05-03 12:17:51,tr11,,,,,,,Available,,abnormal,19,Pcp5
assign_trs_Pcp6,Assign Trucks,2024-05-03 15:09:42,tr11,,,Cr18,,,9506.3,Occupied,,,20,Pcp6
trs_entrytr11,Enter the port,2024-05-06 10:18:42,tr11,rfidSHHSUU,,,,,,,,,20,Pcp6
weigh_empty_trucktr11,Weigh the Empty Truck,2024-05-06 10:33:03,tr11,WS03,,,,,,,12287.0,,20,Pcp6
check_abnormalitytr11,Check Empty Truck Weight Abnormality,2024-05-06 11:35:34,tr11,rfidSHHSUU,,,,,,,,,20,Pcp6
arrive_at_Silo2,Arrive at the Silo,2024-05-06 15:46:57,tr11,,,,,,,,,normal,20,Pcp6
load_trucktr11,Load Truck,2024-05-06 17:41:36,tr11,,,,,,,,,,20,Pcp6
weigh_loaded_trucktr11,Weigh the Loaded Truck,2024-05-08 09:12:45,tr11,WS13,,,,,,,21793.3,,20,Pcp6
input_tally_sheettr11,Input the Tally Sheet,2024-05-08 10:25:49,tr11,,,,,,,,,,20,Pcp6
print_w_tickettr11,Print the Weighing Ticket,2024-05-08 10:25:49,tr11,,,,,,,,,,20,Pcp6
eval_trs_exittr11_Pcp6,Evaluate the Truck Exit,2024-05-08 10:58:00,tr11,,,,,,,Available,,,20,Pcp6
assign_trs_Pcp10,Assign Trucks,2024-05-08 15:27:14,tr11,,,Cr6,,,9477.9,Occupied,,,21,Pcp10
trs_entrytr11,Enter the port,2024-05-09 17:15:18,tr11,rfidSHHSUU,,,,,,,,,21,Pcp10
weigh_empty_trucktr11,Weigh the Empty Truck,2024-05-10 07:48:25,tr11,WS04,,,,,,,14581.0,,21,Pcp10
check_abnormalitytr11,Check Empty Truck Weight Abnormality,2024-05-10 10:11:10,tr11,rfidSHHSUU,,,,,,,,,21,Pcp10
arrive_at_Silo10,Arrive at the Silo,2024-05-10 11:56:37,tr11,,,,,,,,,normal,21,Pcp10
load_trucktr11,Load Truck,2024-05-10 14:32:57,tr11,,,,,,,,,,21,Pcp10
weigh_loaded_trucktr11,Weigh the Loaded Truck,2024-05-13 14:30:41,tr11,WS06,,,,,,,24058.9,,21,Pcp10
print_w_tickettr11,Print the Weighing Ticket,2024-05-13 15:07:22,tr11,,,,,,,,,,21,Pcp10
input_tally_sheettr11,Input the Tally Sheet,2024-05-13 15:07:22,tr11,,,,,,,,,,21,Pcp10
eval_trs_exittr11_Pcp10,Evaluate the Truck Exit,2024-05-13 15:21:13,tr11,,,,,,,Available,,,21,Pcp10
assign_trs_Pcp9,Assign Trucks,2024-05-14 11:10:25,tr11,,,Cr9,,,9357.7,Occupied,,,22,Pcp9
trs_entrytr11,Enter the port,2024-05-15 14:05:39,tr11,rfidSHHSUU,,,,,,,,,22,Pcp9
weigh_empty_trucktr11,Weigh the Empty Truck,2024-05-15 14:21:19,tr11,WS09,,,,,,,11608.2,,22,Pcp9
check_abnormalitytr11,Check Empty Truck Weight Abnormality,2024-05-15 14:36:39,tr11,rfidSHHSUU,,,,,,,,,22,Pcp9
arrive_at_Silo7,Arrive at the Silo,2024-05-15 15:58:53,tr11,,,,,,,,,normal,22,Pcp9
load_trucktr11,Load Truck,2024-05-15 17:32:33,tr11,,,,,,,,,,22,Pcp9
weigh_loaded_trucktr11,Weigh the Loaded Truck,2024-05-22 14:07:09,tr11,WS18,,,,,,,20965.9,,22,Pcp9
print_w_tickettr11,Print the Weighing Ticket,2024-05-22 14:37:09,tr11,,,,,,,,,,22,Pcp9
input_tally_sheettr11,Input the Tally Sheet,2024-05-22 14:37:09,tr11,,,,,,,,,,22,Pcp9
eval_trs_exittr11_Pcp9,Evaluate the Truck Exit,2024-05-22 15:37:45,tr11,,,,,,,Available,,,22,Pcp9
assign_trs_Pcp6,Assign Trucks,2024-05-22 17:29:41,tr11,,,Cr18,,,9324.4,Occupied,,,23,Pcp6
trs_entrytr11,Enter the port,2024-05-24 10:06:46,tr11,rfidSHHSUU,,,,,,,,,23,Pcp6
weigh_empty_trucktr11,Weigh the Empty Truck,2024-05-24 10:17:47,tr11,WS10,,,,,,,15761.6,,23,Pcp6
check_abnormalitytr11,Check Empty Truck Weight Abnormality,2024-05-24 10:33:40,tr11,rfidSHHSUU,,,,,,,,,23,Pcp6
fail_weightr11,Fail to Weigh,2024-05-24 13:43:31,tr11,,,,,,,Available,,abnormal,23,Pcp6
assign_trs_Pcp10,Assign Trucks,2024-05-24 15:42:33,tr11,,,Cr6,,,9330.4,Occupied,,,24,Pcp10
trs_entrytr11,Enter the port,2024-05-27 15:26:47,tr11,rfidSHHSUU,,,,,,,,,24,Pcp10
weigh_empty_trucktr11,Weigh the Empty Truck,2024-05-27 15:54:03,tr11,WS04,,,,,,,15370.7,,24,Pcp10
check_abnormalitytr11,Check Empty Truck Weight Abnormality,2024-05-27 17:10:09,tr11,rfidSHHSUU,,,,,,,,,24,Pcp10
fail_weightr11,Fail to Weigh,2024-05-28 09:10:16,tr11,,,,,,,Available,,abnormal,24,Pcp10
assign_trs_Pcp7,Assign Trucks,2024-05-28 10:28:44,tr11,,,Cr1,,,9365.9,Occupied,,,25,Pcp7
trs_entrytr11,Enter the port,2024-05-28 17:39:33,tr11,rfidSHHSUU,,,,,,,,,25,Pcp7
weigh_empty_trucktr11,Weigh the Empty Truck,2024-05-29 07:51:33,tr11,WS03,,,,,,,13795.2,,25,Pcp7
check_abnormalitytr11,Check Empty Truck Weight Abnormality,2024-05-29 09:37:33,tr11,rfidSHHSUU,,,,,,,,,25,Pcp7
arrive_at_Silo8,Arrive at the Silo,2024-05-29 12:05:46,tr11,,,,,,,,,normal,25,Pcp7
load_trucktr11,Load Truck,2024-05-29 13:25:54,tr11,,,,,,,,,,25,Pcp7
weigh_loaded_trucktr11,Weigh the Loaded Truck,2024-05-30 12:01:55,tr11,WS16,,,,,,,23161.1,,25,Pcp7
print_w_tickettr11,Print the Weighing Ticket,2024-05-30 14:22:37,tr11,,,,,,,,,,25,Pcp7
input_tally_sheettr11,Input the Tally Sheet,2024-05-30 14:22:37,tr11,,,,,,,,,,25,Pcp7
eval_trs_exittr11_Pcp7,Evaluate the Truck Exit,2024-05-30 14:45:40,tr11,,,,,,,Available,,,25,Pcp7
assign_trs_Pcp10,Assign Trucks,2024-05-30 18:07:06,tr11,,,Cr6,,,9379.7,Occupied,,,26,Pcp10
trs_entrytr11,Enter the port,2024-06-03 14:53:48,tr11,rfidSHHSUU,,,,,,,,,26,Pcp10
weigh_empty_trucktr11,Weigh the Empty Truck,2024-06-03 15:58:49,tr11,WS06,,,,,,,12555.6,,26,Pcp10
check_abnormalitytr11,Check Empty Truck Weight Abnormality,2024-06-03 17:36:53,tr11,rfidSHHSUU,,,,,,,,,26,Pcp10
arrive_at_Silo10,Arrive at the Silo,2024-06-04 09:28:03,tr11,,,,,,,,,normal,26,Pcp10
load_trucktr11,Load Truck,2024-06-04 09:58:46,tr11,,,,,,,,,,26,Pcp10
weigh_loaded_trucktr11,Weigh the Loaded Truck,2024-06-05 14:23:30,tr11,WS10,,,,,,,21935.3,,26,Pcp10
input_tally_sheettr11,Input the Tally Sheet,2024-06-05 14:56:31,tr11,,,,,,,,,,26,Pcp10
print_w_tickettr11,Print the Weighing Ticket,2024-06-05 14:56:31,tr11,,,,,,,,,,26,Pcp10
eval_trs_exittr11_Pcp10,Evaluate the Truck Exit,2024-06-05 16:20:09,tr11,,,,,,,Available,,,26,Pcp10
assign_trs_Pcp5,Assign Trucks,2024-05-01 10:59:06,tr12,,,Cr2,,,9549.3,Occupied,,,27,Pcp5
trs_entrytr12,Enter the port,2024-05-02 09:50:07,tr12,rfidQDDPEL,,,,,,,,,27,Pcp5
weigh_empty_trucktr12,Weigh the Empty Truck,2024-05-02 11:04:44,tr12,WS16,,,,,,,16232.7,,27,Pcp5
check_abnormalitytr12,Check Empty Truck Weight Abnormality,2024-05-02 11:12:33,tr12,rfidQDDPEL,,,,,,,,,27,Pcp5
fail_weightr12,Fail to Weigh,2024-05-02 11:49:41,tr12,,,,,,,Available,,abnormal,27,Pcp5
assign_trs_Pcp5,Assign Trucks,2024-05-02 14:39:19,tr12,,,Cr2,,,9504.2,Occupied,,,28,Pcp5
trs_entrytr12,Enter the port,2024-05-06 12:22:08,tr12,rfidQDDPEL,,,,,,,,,28,Pcp5
weigh_empty_trucktr12,Weigh the Empty Truck,2024-05-06 13:47:28,tr12,WS08,,,,,,,12114.9,,28,Pcp5
check_abnormalitytr12,Check Empty Truck Weight Abnormality,2024-05-06 15:12:26,tr12,rfidQDDPEL,,,,,,,,,28,Pcp5
arrive_at_Silo20,Arrive at the Silo,2024-05-06 16:52:50,tr12,,,,,,,,,normal,28,Pcp5
load_trucktr12,Load Truck,2024-05-07 07:27:23,tr12,,,,,,,,,,28,Pcp5
weigh_loaded_trucktr12,Weigh the Loaded Truck,2024-05-07 16:08:18,tr12,WS11,,,,,,,21619.1,,28,Pcp5
print_w_tickettr12,Print the Weighing Ticket,2024-05-07 17:46:21,tr12,,,,,,,,,,28,Pcp5
input_tally_sheettr12,Input the Tally Sheet,2024-05-07 17:46:21,tr12,,,,,,,,,,28,Pcp5
eval_trs_exittr12_Pcp5,Evaluate the Truck Exit,2024-05-08 08:31:03,tr12,,,,,,,Available,,,28,Pcp5
assign_trs_Pcp10,Assign Trucks,2024-05-08 12:43:33,tr12,,,Cr6,,,9443.4,Occupied,,,29,Pcp10
trs_entrytr12,Enter the port,2024-05-09 10:04:49,tr12,rfidQDDPEL,,,,,,,,,29,Pcp10
weigh_empty_trucktr12,Weigh the Empty Truck,2024-05-09 10:14:16,tr12,WS06,,,,,,,11277.5,,29,Pcp10
check_abnormalitytr12,Check Empty Truck Weight Abnormality,2024-05-09 10:25:58,tr12,rfidQDDPEL,,,,,,,,,29,Pcp10
arrive_at_Silo10,Arrive at the Silo,2024-05-09 11:59:44,tr12,,,,,,,,,normal,29,Pcp10
load_trucktr12,Load Truck,2024-05-09 14:41:45,tr12,,,,,,,,,,29,Pcp10
weigh_loaded_trucktr12,Weigh the Loaded Truck,2024-05-13 12:34:23,tr12,WS03,,,,,,,20720.9,,29,Pcp10
print_w_tickettr12,Print the Weighing Ticket,2024-05-13 16:36:58,tr12,,,,,,,,,,29,Pcp10
input_tally_sheettr12,Input the Tally Sheet,2024-05-13 16:36:58,tr12,,,,,,,,,,29,Pcp10
eval_trs_exittr12_Pcp10,Evaluate the Truck Exit,2024-05-13 16:48:17,tr12,,,,,,,Available,,,29,Pcp10
assign_trs_Pcp4,Assign Trucks,2024-05-14 09:56:18,tr12,,,Cr17,,,9192.0,Occupied,,,30,Pcp4
trs_entrytr12,Enter the port,2024-05-15 10:20:48,tr12,rfidQDDPEL,,,,,,,,,30,Pcp4
weigh_empty_trucktr12,Weigh the Empty Truck,2024-05-15 10:26:28,tr12,WS02,,,,,,,12836.8,,30,Pcp4
check_abnormalitytr12,Check Empty Truck Weight Abnormality,2024-05-15 10:57:28,tr12,rfidQDDPEL,,,,,,,,,30,Pcp4
fail_weightr12,Fail to Weigh,2024-05-15 12:32:22,tr12,,,,,,,Available,,abnormal,30,Pcp4
assign_trs_Pcp8,Assign Trucks,2024-05-15 17:30:47,tr12,,,Cr13,,,9473.6,Occupied,,,31,Pcp8
trs_entrytr12,Enter the port,2024-05-20 10:38:05,tr12,rfidQDDPEL,,,,,,,,,31,Pcp8
